"Contract No","Title","DAC Code","Contractor","Contractor Nationality","Country or Region","Action location","Amount in Euro","Type of contract","Duration","Duration Unit","Year"
165926,"06MAC01/06/14/001 Refurbishment of municipal centres in Kochani region",99810,"DRUSHTVO ZA GRADEZHNISHTVO I TRGOVIJA ZHIKOL DOOEL EXSPORT IMPORT STRUMICA","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,269806.59,"Works",15,"M",2008
165931,"06MAC01/06/16/001 Refurbishment of municipal service centres in Kumanovo region",99810,"TRGOVSKO DRUSHTVO ZA PROIZVODSTVO PROEKTIRANE I INZHENERING VARDARGRADBA DOO S.TRUBAREVO-SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,132717.82,"Works",15,"M",2008
165936,"05MAC01/04/10/001 - Support to Implemenation of SICPS Action Plan",15210,"BERENSCHOT GROEP BV","Netherlands (The)","Macedonia (Former Yugoslav Republic of)",,55428,"Specific contract (ex-request for services and order form)",7,"M",2008
165937,"05MAC01/07/08/001 Public Finance Management Support to the Municipalities",15111,"SIPU INTERNATIONAL AB","Sweden","FYROM (Former Yugoslav Republic of Macedonia)",,360720,"Services",12,"M",2008
165940,"06MAC01/14/04/001 Capacity building to the Audit Authority operating under IPA Implementation Regulation",15140,"POHL CONSULTING & ASSOCIATES GMBH","Germany","Macedonia (Former Yugoslav Republic of)",,79925,"Specific contract (ex-request for services and order form)",12,"M",2008
165941,"05MAC/01/04/08/001 - Development of TETRA Operational Guide",15210,"TRANSTEC SA","Belgium","Macedonia (Former Yugoslav Republic of)",,79140,"Specific contract (ex-request for services and order form)",8,"M",2008
165942,"05MAC01/08/26/001 Supervision of works contracts for local infrastructure projects",32310,"HYDRATEC SA","France","Macedonia (Former Yugoslav Republic of)",,58496,"Specific contract (ex-request for services and order form)",15,"M",2008
165944,"05MAC01/04/12/001 - Development of the Police Human Resources Strategy",15210,"TRANSTEC SA","Belgium","Macedonia (Former Yugoslav Republic of)",,45772,"Specific contract (ex-request for services and order form)",6,"M",2008
165952,"06MAC01/11/05/002 SUPPLIES FOR THE EMPLOY.SERV.AGEN (ESA) AND 30 LOCAL OFFICES",16020,"DOAJEN DATA SISTEM MIROSLAV DOOEL EKSPORT-IMPORT SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,19156.12,"Supplies",19,"M",2008
165988,"06MAC01/02/05/001 - Equipment Supply for Rapid Deplyment Unit ",15210,"MICEI INTERNATIONAL DOO","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,227815.2,"Supplies",17,"M",2008
166000,"06MAC01/07/105 Supplies to the Ministry of Economy for Market Surveilance",32120,"TRGOVSKO DRUSHTVO ZA PROIZVODSTVO,USLUGI I PROMET PEKSIM DOOEL SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,379097,"Supplies",33,"M",2008
166027,"06MAC01/12/15/001 Impact evaluation of EAR support to Public Administration in FYROM",99810,"IBF INTERNATIONAL CONSULTING SA","Belgium","Macedonia (Former Yugoslav Republic of)",,65280,"Specific contract (ex-request for services and order form)",5,"M",2008
166028,"06/MAC01/11/05/003 SUPPLIES FOR ESA AND ITS 30 LOCAL OFFICES LOT NO.3",16020,"LANKOM KOMPJUTERI DOO UVOZ IZVOZ SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,120800,"Supplies",19,"M",2008
166029,"05MAC01/14/21/001 - TA for Implemenation of the CBC 2004 and 2005",99810,"EPRD- BIURO POLITYKI GOSPODARCZEJ IROZWOJU REGIONALNEGO SP(ZOO)","Poland","Macedonia (Former Yugoslav Republic of)",,74164,"Specific contract (ex-request for services and order form)",12,"M",2008
166041,"05MAC01/08/25/001 Refurbishment of municipal servcie centres in Tetovo region",32310,"BONOR-INZHENERING BLAZHE DOOEL UVOZ-IZVOZ SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,102626.71,"Works",24,"M",2008
166057,"05MAC01/08/27/001 Refurbishment of municipal service centres in Strumica region",32310,"DRUSHTVO ZA GRADEZHNISHTVO I TRGOVIJA ZHIKOL DOOEL EXSPORT IMPORT STRUMICA","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,128988.62,"Works",15,"M",2008
166059,"06MAC01/08/14/001 PDAs and HD Drivers for Animal I&R System",31195,"TRGOVSKO DRUSHTVO ZA PROIZVODSTVO,USLUGI I PROMET PEKSIM DOOEL SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,13620,"Supplies",14,"M",2008
166063,"06MAC01/08/15/001 Supply of equipmet for food testing and control Lot 1",99810,"DRUSTVO ZA PROMET I KONSALTING FARMAHEM DOO SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,4920,"Supplies",14,"M",2008
166064,"06MAC01/08/15/002 Supply of equipment for food testing and control Lot 2",99810,"DRUSTVO ZA PROMET I KONSALTING FARMAHEM DOO SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,35361.6,"Supplies",14,"M",2008
166068,"06MAC01/12/109 Comparative analysis with Serbia on support provided by EAR",99810,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Macedonia (Former Yugoslav Republic of)",,51860,"Specific contract (ex-request for services and order form)",5,"M",2008
166136,"06MAC01/15/01/001 SUPPORT TO IPARD PREPARATION",31110,"GFA CONSULTING GROUP GMBH","Germany","Macedonia (Former Yugoslav Republic of)",,1591000,"Services",24,"M",2008
168900,"06MAC01/06/18/001- Refurbishment of Municipal Service Centres in Veles region",32171,"TRGOVSKO DRUSTVO ZA INZENERING PROI ZVODSTVO PROMET I USLUGI ELSA D STOJANCE DOOEL EKSPORT IMPORT SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,159704.04,"Works",15,"M",2008
169948,"TA for providing support to SEA in drafting the National Annual Programme under IPA Comp.1-TAIB for 2009",15140,"IBF INTERNATIONAL CONSULTING SA","Belgium","Macedonia (Former Yugoslav Republic of)",,194255,"Services",210,"J",2008
156584,"Management of the EU Information Centre, organisation of events and maintenance of EU Mission's website",22010,"IMIKA DOO UVOZ-IZVOZ SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,190000,"Services",12,"M",2008
156637,"Organisation of Europe Day gathering",22010,"CONGRESS SERVICE CENTER VESNA & COLTD","Macedonia (Former Yugoslav Republic of)","Region IPA instrument",,9800,"Services",1,"M",2008
156641,"Organisation of Europe Day marathon in Skopje",99820,"SOJUZ NA SPORTOVI NA SKOPJE ASSOCIATION","Macedonia (Former Yugoslav Republic of)","Region IPA instrument",,9950,"Services",1,"M",2008
156816,"TA for preparation  of the ToR for IPA Training Facility in former Yougoslav Republic of Macedonia ",15140,"AGRICONSULTING EUROPE SA","Belgium","Macedonia (Former Yugoslav Republic of)",,65650,"Services",32,"J",2008
157590,"Technical Assistance for the implementation of the Municipal Awards Project","N/A","AGRICONSULTING EUROPE SA","Belgium","Macedonia (Former Yugoslav Republic of)",,199920,"Services",330,"J",2008
157594,"Technical assistance to the development of local infrastructure through an open call for municipal infrastructure proposals",32171,"EPRD- BIURO POLITYKI GOSPODARCZEJ IROZWOJU REGIONALNEGO SP(ZOO)","Poland","Macedonia (Former Yugoslav Republic of)",,171220,"Services",330,"J",2008
158297,"Technical Assistance for drawing up Terms of Reference and a Twinning project fiche for support to the Energy Regulatory Commission","N/A","ATOS ORIGIN BELGIUM SA","Belgium","Macedonia (Former Yugoslav Republic of)",,64530,"Services",71,"J",2008
158870,"Technical Assistance for drawing up Terms of Reference for the Civil Servants Agency ",15140,"ATOS ORIGIN BELGIUM SA","Belgium","Macedonia (Former Yugoslav Republic of)",,30925,"Services",61,"J",2008
160038,"Technical Assistance for drawing up Terms of Reference for Macedonian State Statistical Office","N/A","AGRICONSULTING EUROPE SA","Belgium","Macedonia (Former Yugoslav Republic of)",,62858,"Services",80,"J",2008
160089,"Technical Assistance for drawing up Terms of references for the Macedonian Public Revenue Office","N/A","EPRD- BIURO POLITYKI GOSPODARCZEJ IROZWOJU REGIONALNEGO SP(ZOO)","Poland","Macedonia (Former Yugoslav Republic of)",,71150,"Services",83,"J",2008
160128,"Production of publications & promotional materials",22010,"IMIKA DOO UVOZ-IZVOZ SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,60000,"Services",12,"M",2008
160542,"Preparation of Terms of Reference for Technical Assistance - Support to Administrative Court","N/A","ATOS ORIGIN BELGIUM SA","Belgium","Macedonia (Former Yugoslav Republic of)",,41035,"Services",70,"J",2008
161325,"TA for drawing up ToR and Twinning Light Fiche for support to the Secretariat General as well as one ToR for support to the Secretariat for the Implementation of the Ohrid Framework Agreement","N/A","AGRICONSULTING EUROPE SA","Belgium","FYROM (Former Yugoslav Republic of Macedonia)",,83815,"Services",71,"J",2008
168219,"Production of TV Programmes",99820,"NEW MOMENT VIDEO HOUSE DOO","Macedonia (Former Yugoslav Republic of)","Region IPA instrument",,130000,"Services",24,"M",2008
169000,"Supply of furniture for the EU InfoCentre",22010,"REBUS DOOEL SKOPJE","Macedonia (Former Yugoslav Republic of)","Region IPA instrument",,9950,"Supplies",2,"M",2008
169378,"Provision of Engineering Services for the preparation of the structural/architectural design and the works tender dossiers for the renovation of Police Stations ",15210,"HYDROPLAN INGENIEURS GMBH","Germany","Macedonia (Former Yugoslav Republic of)",,134826,"Services",230,"J",2008
147455,"Addendum to contract DELTUR/2006/132-356",99810,"FIRST TELECOM KAI SIA EE","Greece","Region IPA instrument",,17906.52,"Services",10,"M",2008
148383,"Support to the information relay network in Turkey - IPA 2007",22010,"GAZIANTEPSANAYI TICARET ODASI","Turkey","Turkey",,770000,"Services",12,"M",2008
160349,"Impact assessment for Reproductive Health Programme for Turkey",99810,"IBF INTERNATIONAL CONSULTING SA","Belgium","Turkey",,84872,"Services",110,"J",2008
160777,"ADDENDUM TO FWC 2007/146706 ASSISTANCE TO THE ECD IN THE FIELD OF INTEGRATED BORDER MANAGEMENT",99810,"IBF INTERNATIONAL CONSULTING SA","Belgium","Region IPA instrument",,23550,"Services",18,"M",2008
161382,"Technical Assistance to Conduct Impact Assessment for `Strengthening the Vocational Education and Training System in Turkey - SVET Programme`",99810,"IBF INTERNATIONAL CONSULTING SA","Belgium","Turkey",,135913,"Services",90,"J",2008
161682,"TA to Support ECD for Monitoring of Implementation of Works and Suppervision Contracts under ''Support to the Establishment of Courts of Appeal Project''.",99810,"TEMPO ALT YAPI MUHENDISLIK MUSAVIRLIK LIMITED SIRKETI","Turkey","Turkey",,4900,"Services",2,"M",2008
162362,"Pre-selected Consultant for Assistance inthe Procurement Process of Calibration Equipment and Equipment for Clean Room and Sterility Control Laboratory for the Establishment of an Accredited Calibration Laboratory",99810,"ITALTREND SPA","Italy","Region IPA instrument",,16791,"Services",7,"M",2008
163112,"Technical Assistance to Support the EC Delegation in the Contract Closure of Grant Projects within the Cultural Heritage Development Project Grant Scheme of the GAP Regional Development Programme",99810,"DAG","Turkey","Region IPA instrument",,2500,"Services",150,"J",2008
163888,"Specific contract to carry out expenditure verification of Reproductive Health Programme in Turkey",99810,"MOORE STEPHENS LLP","United Kingdom","Turkey",,175642,"Services",8,"M",2008
164509,"Expenditure Verification/Audit of GAP Regional Development programme to Turkey",43040,"MOORE STEPHENS LLP","United Kingdom","Region IPA instrument",,194838,"Services",203,"J",2008
164997,"Technlcal Assistance to Support the EC Delegation in the Monitoring/Spot Checking of Grant Projects within the Regional Development in TR 90 (Artvin, Giresun, Gumushane, Ordu, Rize and Trabzon) NUTS II Region Grant  Scheme TR0502.02",99810,"MASK TEMSILCILIK BILGISAYAR DANISMANLIK VE TICARET LIMITED SIRKETI","Turkey","Region IPA instrument",,23980,"Services",100,"J",2008
165498,"TA for the Tender Evaluation ''TA for Development of ITMS  and Integration into BILGE'' ",99810,"FIRST TELECOM KAI SIA EE","Greece","Region IPA instrument",,18020,"Services",3,"M",2008
165513,"Drafting the TOR for the Information and  Communication Programme Phase-II",99810,"AGRICONSULTING EUROPE SA","Belgium","Turkey",,38320,"Services",3,"M",2008
165706,"Information and Communication Support Programme - Year 4",22010,"ECOTEC RESEARCH & CONSULTING LTD","United Kingdom","Region IPA instrument",,1670000,"Services",12,"M",2008
165979,"TA to Provide an Overall Review of the Functioning of the Monitoring System in Turkey",99810,"IBF INTERNATIONAL CONSULTING SA","Belgium","Turkey",,83116,"Services",100,"J",2008
167266,"Technical Assistance to Conduct Impact Assessment for `Support to Basic Education System in Turkey (SBE) Programme`",99810,"HTSPE LIMITED","United Kingdom","Region IPA instrument",,129750,"Services",90,"J",2008
167441,"Assistance in the procurement process of market surveillance equipment and related training materials for the Establishment of a market surveillance laboratory for personal protective equipment project (TR0702.11)",99810,"FOUBERT","Belgium","Region IPA instrument",,16875,"Services",7,"M",2008
168371,"Final External Evaluation for the Small Enterprises Loan Programme in Turkey",24030,"IBF INTERNATIONAL CONSULTING SA","Belgium","Turkey",,93660,"Services",210,"J",2008
169163,"Technical Assistance to the EC Delegation in Ankara for Monitoring the Implementation of the Active Labour Market Measures Grant Scheme",99810,"IBF INTERNATIONAL CONSULTING SA","Belgium","Turkey",,161034,"Services",150,"J",2008
169799,"Assistance to the EC Delegation for the Tendering of the Projects in the Field of Integrated Border Management",15210,"AGRICONSULTING EUROPE SA","Belgium","Turkey",,115580,"Services",365,"J",2008
170269,"Addendum to DELTUR/2007/147570 ''TA to Support the Tendering of Supply Component of the Project ""Civic Training for Mehmetcik (Conscripts) TR0701.02)",99810,"YILDIZ","Turkey","Region IPA instrument",,12350,"Services",12,"M",2008
171126," Impact Assessment Study: Civil Society Dialogue",15150,"IBF INTERNATIONAL CONSULTING SA","Belgium","Turkey",,63398,"Services",120,"J",2008
171132,"Assistance to the EC Delegation for the Revision of Pre and Tender Documents for Setting up Reception and Removal Centres in Turkey",99810,"EPRD- BIURO POLITYKI GOSPODARCZEJ IROZWOJU REGIONALNEGO SP(ZOO)","Poland","Turkey",,54746,"Services",330,"J",2008
172376,"Providing Two Sessions Advanced FIDIC Training for the Staff of European Commission Delegation to Turkey",99810,"EUROPEAN CONSTRUCTION VENTURES LTD","United Kingdom","Region IPA instrument",,16950,"Services",5,"J",2008
148029,"Support to Regional Development Agencies",32130,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Bosnia and Herzegovina","Bosnia and Herzegovina.  Target Groups:  % regional development agencies",198705,"Services",285,"J",2008
148035,"Support to the Ministry of Foreign Trade and Economic Relations in SME Policy Development",32130,"ATOS ORIGIN BELGIUM SA","Belgium","Bosnia and Herzegovina","Bosnia and Herzegovina.  Target groups:  Ministry of Foreign Trade and Economic Relations, Entity Ministries for SMEs",172272,"Services",285,"J",2008
148353,"Rehabilitation of the existing landfill Obodina and construction of sanitary landfill Obodina in Trebinje Municipality",14050,"INTEGRAL INZENJERING DOO LAKTASI","Bosnia and Herzegovina","Bosnia and Herzegovina","Municipality Trebinje, Republika Srpska, Bosnia and Herzegovina, RS Ministry of Physical planning, Civil Engineering and Ecology",1255719.43,"Works",23,"M",2008
148407,"Support to the CSA in the development and implementation of HRMIS",15140,"TECHNOLOGICA EOOD","Bulgaria","Bosnia and Herzegovina","BiH, Civil Service Agencies of the state and entities, and HR Department of the Government of the District of Brcko",348000,"Services",27,"M",2008
